Date,Series,Value
2018-05-09,Average Tone,-0.6525
2018-05-10,Average Tone,-1.4293
2018-05-11,Average Tone,-0.3906
2018-05-12,Average Tone,-0.2724
2018-05-13,Average Tone,-0.2863
2018-05-14,Average Tone,-2.5369
2018-05-15,Average Tone,-1.4249
2018-05-16,Average Tone,-0.8936
2018-05-17,Average Tone,-0.3664
2018-05-18,Average Tone,-0.2501
2018-05-19,Average Tone,-0.1649
2018-05-20,Average Tone,-0.5715
2018-05-21,Average Tone,0.3104
2018-05-22,Average Tone,-0.4821
2018-05-23,Average Tone,-0.3703
2018-05-24,Average Tone,-0.396
2018-05-25,Average Tone,-2.4609
2018-05-26,Average Tone,0.1879
2018-05-27,Average Tone,-0.095
2018-05-28,Average Tone,-0.4814
2018-05-29,Average Tone,0.5709
2018-05-30,Average Tone,-0.1886
2018-05-31,Average Tone,-0.6022
2018-06-01,Average Tone,-1.165
2018-06-02,Average Tone,0.0425
2018-06-03,Average Tone,-2.4628
2018-06-04,Average Tone,-0.6528
2018-06-05,Average Tone,-0.3398
2018-06-06,Average Tone,-1.1576
2018-06-07,Average Tone,-0.8044
2018-06-08,Average Tone,-0.8843
2018-06-09,Average Tone,0.7318
2018-06-10,Average Tone,0.0291
2018-06-11,Average Tone,-0.05
2018-06-12,Average Tone,0.4017
2018-06-13,Average Tone,-1.2562
2018-06-14,Average Tone,0.0829
2018-06-15,Average Tone,-1.1261
2018-06-16,Average Tone,-2.8478
2018-06-17,Average Tone,-0.0768
2018-06-18,Average Tone,-0.5911
2018-06-19,Average Tone,-0.9603
2018-06-20,Average Tone,-0.9652
2018-06-21,Average Tone,-0.5217
2018-06-22,Average Tone,-1.9064
2018-06-23,Average Tone,4.4922
2018-06-24,Average Tone,0.9745
2018-06-25,Average Tone,-0.586
2018-06-26,Average Tone,-1.084
2018-06-27,Average Tone,-0.9275
2018-06-28,Average Tone,-0.5388
2018-06-29,Average Tone,0.0667
2018-06-30,Average Tone,-0.7115
2018-07-01,Average Tone,-1.3275
2018-07-02,Average Tone,-0.2944
2018-07-03,Average Tone,-0.2174
2018-07-04,Average Tone,-0.0985
2018-07-05,Average Tone,-0.443
2018-07-06,Average Tone,-0.7501
2018-07-07,Average Tone,-0.5806
2018-07-08,Average Tone,0.6579
2018-07-09,Average Tone,-0.132
2018-07-10,Average Tone,-0.2568
2018-07-11,Average Tone,-1.5668
2018-07-12,Average Tone,-0.1178
2018-07-13,Average Tone,-0.0941
2018-07-14,Average Tone,-0.4047
2018-07-15,Average Tone,-0.958
2018-07-16,Average Tone,-1.7493
2018-07-17,Average Tone,-0.9286
2018-07-18,Average Tone,-0.2263
2018-07-19,Average Tone,-0.4889
2018-07-20,Average Tone,-0.631
2018-07-21,Average Tone,-0.8393
2018-07-22,Average Tone,-1.0594
2018-07-23,Average Tone,-0.7758
2018-07-24,Average Tone,-0.9754
2018-07-25,Average Tone,-2.2009
2018-07-26,Average Tone,-0.8838
2018-07-27,Average Tone,-0.3087
2018-07-28,Average Tone,-2.3369
2018-07-29,Average Tone,-1.5024
2018-07-30,Average Tone,-1.4125
2018-07-31,Average Tone,-2.1956
2018-08-01,Average Tone,-0.7821
2018-08-02,Average Tone,-0.4511
2018-08-03,Average Tone,-0.7467
2018-08-04,Average Tone,-3.443
2018-08-05,Average Tone,1.1536
2018-08-06,Average Tone,-1.138
2018-08-07,Average Tone,-1.9675
2018-08-08,Average Tone,-0.8475
2018-08-09,Average Tone,-0.9759
2018-08-10,Average Tone,-0.7537
2018-08-11,Average Tone,-0.9867
2018-08-12,Average Tone,-1.4041
2018-08-13,Average Tone,0.0395
2018-08-14,Average Tone,-1.0167
2018-08-15,Average Tone,-0.8926
2018-08-16,Average Tone,-0.6289
2018-08-17,Average Tone,-0.6762
2018-08-18,Average Tone,-0.7075
2018-08-19,Average Tone,-1.0497
2018-08-20,Average Tone,-0.6411
2018-08-21,Average Tone,-0.1386
2018-08-22,Average Tone,-0.7147
2018-08-23,Average Tone,-1.0461
2018-08-24,Average Tone,-0.6297
2018-08-25,Average Tone,-1.5275
2018-08-26,Average Tone,-1.6239
2018-08-27,Average Tone,-2.8567
2018-08-28,Average Tone,-1.4134
2018-08-29,Average Tone,-1.8551
2018-08-30,Average Tone,-1.7425
2018-08-31,Average Tone,-1.125
2018-09-01,Average Tone,-0.386
2018-09-02,Average Tone,-1.0493
2018-09-03,Average Tone,-0.8736
2018-09-04,Average Tone,-0.5718
2018-09-05,Average Tone,-0.7956
2018-09-06,Average Tone,-1.3208
2018-09-07,Average Tone,-0.6432
2018-09-08,Average Tone,-0.1004
2018-09-09,Average Tone,0.6813
2018-09-10,Average Tone,-1.5369
2018-09-11,Average Tone,-1.8895
2018-09-12,Average Tone,-2.0558
2018-09-13,Average Tone,-0.7708
2018-09-14,Average Tone,-1.2929
2018-09-15,Average Tone,-6.1619
2018-09-16,Average Tone,-4.4925
2018-09-17,Average Tone,-3.2351
2018-09-18,Average Tone,-1.2615
2018-09-19,Average Tone,-1.5296
2018-09-20,Average Tone,-1.1354
2018-09-21,Average Tone,-2.2634
2018-09-22,Average Tone,-1.3819
2018-09-23,Average Tone,-1.3177
2018-09-24,Average Tone,-0.8298
2018-09-25,Average Tone,-1.2939
2018-09-26,Average Tone,-2.0151
2018-09-27,Average Tone,-1.2119
2018-09-28,Average Tone,-0.1827
2018-09-29,Average Tone,-1.0429
2018-09-30,Average Tone,-0.7906
2018-10-01,Average Tone,-0.5664
2018-10-02,Average Tone,-2.3936
2018-10-03,Average Tone,0.0149
2018-10-04,Average Tone,-0.9183
2018-10-05,Average Tone,-1.6849
2018-10-06,Average Tone,-1.511
2018-10-07,Average Tone,-2.1132
2018-10-08,Average Tone,-1.7376
2018-10-09,Average Tone,-2.3189
2018-10-10,Average Tone,-1.6363
2018-10-11,Average Tone,-2.6304
2018-10-12,Average Tone,-0.7647
2018-10-13,Average Tone,-1.0862
2018-10-14,Average Tone,-1.4275
2018-10-15,Average Tone,-0.5636
2018-10-16,Average Tone,-0.3808
2018-10-17,Average Tone,-0.6028
2018-10-18,Average Tone,-0.5705
2018-10-19,Average Tone,-1.5378
2018-10-20,Average Tone,-0.796
2018-10-21,Average Tone,-0.9738
2018-10-22,Average Tone,-0.9324
2018-10-23,Average Tone,-0.6735
2018-10-24,Average Tone,-0.9195
2018-10-25,Average Tone,-1.3876
2018-10-26,Average Tone,-0.8508
2018-10-27,Average Tone,-0.3946
2018-10-28,Average Tone,-1.9469
2018-10-29,Average Tone,-0.7405
2018-10-30,Average Tone,-0.9292
2018-10-31,Average Tone,-0.9631
2018-11-01,Average Tone,-0.4952
2018-11-02,Average Tone,-1.6117
2018-11-03,Average Tone,-1.0779
2018-11-04,Average Tone,-1.8159
2018-11-05,Average Tone,-1.4984
2018-11-06,Average Tone,-1.543
2018-11-07,Average Tone,-0.6404
2018-11-08,Average Tone,-0.3311
2018-11-09,Average Tone,-0.6723
2018-11-10,Average Tone,-0.9678
2018-11-11,Average Tone,-1.4268
2018-11-12,Average Tone,-0.6257
2018-11-13,Average Tone,-0.5873
2018-11-14,Average Tone,-1.4275
2018-11-15,Average Tone,-0.0988
2018-11-16,Average Tone,-0.8209
2018-11-17,Average Tone,-0.6251
2018-11-18,Average Tone,-1.1406
2018-11-19,Average Tone,-0.8719
2018-11-20,Average Tone,-1.6545
2018-11-21,Average Tone,-2.0349
2018-11-22,Average Tone,-2.154
2018-11-23,Average Tone,-2.7063
2018-11-24,Average Tone,-1.4157
2018-11-25,Average Tone,-1.0379
2018-11-26,Average Tone,-0.8243
2018-11-27,Average Tone,-0.6543
2018-11-28,Average Tone,-1.0539
2018-11-29,Average Tone,-0.7597
2018-11-30,Average Tone,-0.7577
2018-12-01,Average Tone,-1.5534
2018-12-02,Average Tone,-1.6783
2018-12-03,Average Tone,-0.5764
2018-12-04,Average Tone,0.3406
2018-12-05,Average Tone,-1.5207
2018-12-06,Average Tone,-2.8963
2018-12-07,Average Tone,-1.6778
2018-12-08,Average Tone,-2.6374
2018-12-09,Average Tone,-2.1647
2018-12-10,Average Tone,-1.5005
2018-12-11,Average Tone,-1.5323
2018-12-12,Average Tone,-1.4826
2018-12-13,Average Tone,-2.4019
2018-12-14,Average Tone,-0.8521
2018-12-15,Average Tone,-1.1065
2018-12-16,Average Tone,-1.3347
2018-12-17,Average Tone,-0.9789
2018-12-18,Average Tone,-1.014
2018-12-19,Average Tone,-0.9219
2018-12-20,Average Tone,-1.9756
2018-12-21,Average Tone,-2.4514
2018-12-22,Average Tone,-1.3839
2018-12-23,Average Tone,0.1584
2018-12-24,Average Tone,-1.8419
2018-12-25,Average Tone,-1.8339
2018-12-26,Average Tone,-2.0638
2018-12-27,Average Tone,-2.317
