Date,Series,Value
2017-11-25,Average Tone,-1.4304
2017-11-26,Average Tone,-2.5292
2017-11-27,Average Tone,-1.3256
2017-11-28,Average Tone,-1.5637
2017-11-29,Average Tone,-1.2424
2017-11-30,Average Tone,-1.2908
2017-12-03,Average Tone,-0.7602
2017-12-04,Average Tone,-1.0931
2017-12-05,Average Tone,-0.9738
2017-12-06,Average Tone,-0.8155
2017-12-07,Average Tone,-1.5209
2017-12-08,Average Tone,-0.8714
2017-12-09,Average Tone,-1.1678
2017-12-10,Average Tone,-1.5526
2017-12-11,Average Tone,-0.9699
2017-12-12,Average Tone,-1.0296
2017-12-13,Average Tone,-1.3928
2017-12-14,Average Tone,-1.0367
2017-12-15,Average Tone,-1.0838
2017-12-16,Average Tone,-1.2517
2017-12-17,Average Tone,-0.984
2017-12-18,Average Tone,-0.9219
2017-12-19,Average Tone,-1.571
2017-12-20,Average Tone,-0.9786
2017-12-21,Average Tone,-0.8407
2017-12-22,Average Tone,-0.8258
2017-12-23,Average Tone,-1.1874
2017-12-24,Average Tone,-1.1566
2017-12-25,Average Tone,-0.8807
2017-12-26,Average Tone,-0.9289
2017-12-27,Average Tone,-1.1591
2017-12-28,Average Tone,-1.3169
2017-12-29,Average Tone,-1.2362
2017-12-30,Average Tone,-0.9255
2017-12-31,Average Tone,-0.407
2018-01-01,Average Tone,-0.2573
2018-01-02,Average Tone,-0.6869
2018-01-03,Average Tone,-1.2296
2018-01-04,Average Tone,-1.2307
2018-01-05,Average Tone,-1.2516
2018-01-06,Average Tone,-1.1298
2018-01-07,Average Tone,-1.7979
2018-01-08,Average Tone,-1.4365
2018-01-09,Average Tone,-1.4228
2018-01-10,Average Tone,-1.3795
2018-01-11,Average Tone,-1.1834
2018-01-12,Average Tone,-1.231
2018-01-13,Average Tone,-1.3914
2018-01-14,Average Tone,-1.618
2018-01-15,Average Tone,-1.5379
2018-01-16,Average Tone,-1.2904
2018-01-17,Average Tone,-1.3907
2018-01-18,Average Tone,-1.2507
2018-01-19,Average Tone,-1.2157
2018-01-20,Average Tone,-1.3987
2018-01-21,Average Tone,-1.2912
2018-01-22,Average Tone,-1.0803
2018-01-23,Average Tone,-0.9581
2018-01-24,Average Tone,-0.908
2018-01-25,Average Tone,-1.1804
2018-01-26,Average Tone,-1.0367
2018-01-27,Average Tone,-0.7695
2018-01-28,Average Tone,-1.1672
2018-01-29,Average Tone,-1.0831
2018-01-30,Average Tone,-1.0633
2018-01-31,Average Tone,-1.628
2018-02-01,Average Tone,-0.9842
2018-02-02,Average Tone,-1.5187
2018-02-03,Average Tone,-2.3452
2018-02-04,Average Tone,-2.0491
2018-02-05,Average Tone,-1.669
2018-02-06,Average Tone,-1.623
2018-02-07,Average Tone,-0.9954
2018-02-08,Average Tone,-1.4244
2018-02-09,Average Tone,-0.9434
2018-02-10,Average Tone,-1.1768
2018-02-11,Average Tone,-1.4778
2018-02-12,Average Tone,-0.9579
2018-02-13,Average Tone,-1.2445
