Date,Series,Value
2018-02-11,Average Tone,-0.4266
2018-02-12,Average Tone,0.6303
2018-02-13,Average Tone,-0.394
2018-02-14,Average Tone,0.1984
2018-02-15,Average Tone,0.3504
2018-02-16,Average Tone,0.2209
2018-02-17,Average Tone,0.3389
2018-02-18,Average Tone,0.5596
2018-02-19,Average Tone,0.3358
2018-02-20,Average Tone,-0.0734
2018-02-21,Average Tone,0.3693
2018-02-22,Average Tone,-0.0132
2018-02-23,Average Tone,0.0941
2018-02-24,Average Tone,-0.6589
2018-02-25,Average Tone,-0.0817
2018-02-26,Average Tone,0.1068
2018-02-27,Average Tone,-0.0942
2018-02-28,Average Tone,0.0564
2018-03-01,Average Tone,0.2278
2018-03-02,Average Tone,-0.0746
2018-03-03,Average Tone,0.1296
2018-03-04,Average Tone,-0.0233
2018-03-05,Average Tone,-0.0003
2018-03-06,Average Tone,-0.3463
2018-03-07,Average Tone,-0.4476
2018-03-08,Average Tone,0.0418
2018-03-09,Average Tone,-0.4768
2018-03-10,Average Tone,-0.462
2018-03-11,Average Tone,-0.138
2018-03-12,Average Tone,-0.1621
2018-03-13,Average Tone,-0.1293
2018-03-14,Average Tone,-0.017
2018-03-15,Average Tone,-0.2169
2018-03-16,Average Tone,-0.0166
2018-03-17,Average Tone,0.2842
2018-03-18,Average Tone,-0.0195
2018-03-19,Average Tone,0.3265
2018-03-20,Average Tone,0.1647
2018-03-21,Average Tone,-0.2786
2018-03-22,Average Tone,-0.4131
2018-03-23,Average Tone,-0.4684
2018-03-24,Average Tone,0.0515
2018-03-25,Average Tone,-0.1169
2018-03-26,Average Tone,-0.2742
2018-03-27,Average Tone,-0.0254
2018-03-28,Average Tone,0.3788
2018-03-29,Average Tone,0.1122
2018-03-30,Average Tone,0.0591
2018-03-31,Average Tone,-0.3334
2018-04-01,Average Tone,0.3019
2018-04-02,Average Tone,0.0485
2018-04-03,Average Tone,-0.3036
2018-04-04,Average Tone,-0.1854
2018-04-05,Average Tone,-0.224
2018-04-06,Average Tone,-0.5248
2018-04-07,Average Tone,-0.4091
2018-04-08,Average Tone,-0.0273
2018-04-09,Average Tone,-0.214
2018-04-10,Average Tone,0.0181
2018-04-11,Average Tone,-0.2633
2018-04-12,Average Tone,-0.4483
2018-04-13,Average Tone,-0.0726
2018-04-14,Average Tone,-0.474
2018-04-15,Average Tone,-0.1078
2018-04-16,Average Tone,-0.2069
2018-04-17,Average Tone,0.1907
2018-04-18,Average Tone,0.4008
2018-04-19,Average Tone,0.2385
2018-04-20,Average Tone,0.1442
2018-04-21,Average Tone,-0.5104
2018-04-22,Average Tone,0.0823
2018-04-23,Average Tone,-0.1114
2018-04-24,Average Tone,-0.0742
2018-04-25,Average Tone,0.4087
2018-04-26,Average Tone,-0.0706
2018-04-27,Average Tone,0.5632
2018-04-28,Average Tone,0.0726
2018-04-29,Average Tone,0.2798
2018-04-30,Average Tone,0.1966
2018-05-01,Average Tone,0.1047
2018-05-02,Average Tone,0.1049
2018-05-03,Average Tone,0.0789
2018-05-04,Average Tone,-0.0471
2018-05-05,Average Tone,0.2365
2018-05-06,Average Tone,0.0183
2018-05-07,Average Tone,-0.1939
2018-05-08,Average Tone,-0.0734
2018-05-09,Average Tone,0.1629
2018-05-10,Average Tone,0.038
2018-05-11,Average Tone,0.1557
2018-05-12,Average Tone,-0.2399
2018-05-13,Average Tone,-0.2951
2018-05-14,Average Tone,-0.2582
2018-05-15,Average Tone,-0.2654
2018-05-16,Average Tone,-0.2264
2018-05-17,Average Tone,-0.212
2018-05-18,Average Tone,-0.233
2018-05-19,Average Tone,-0.378
2018-05-20,Average Tone,-0.0573
2018-05-21,Average Tone,-0.1515
2018-05-22,Average Tone,-0.3309
2018-05-23,Average Tone,-0.2638
2018-05-24,Average Tone,-0.319
2018-05-25,Average Tone,-0.2365
2018-05-26,Average Tone,-0.3251
2018-05-27,Average Tone,-0.0387
2018-05-28,Average Tone,0.0126
2018-05-29,Average Tone,-0.1475
2018-05-30,Average Tone,-0.2171
2018-05-31,Average Tone,0.0095
2018-06-01,Average Tone,0.3138
2018-06-02,Average Tone,-0.325
2018-06-03,Average Tone,-0.5116
2018-06-04,Average Tone,-0.4631
2018-06-05,Average Tone,-0.0309
2018-06-06,Average Tone,-0.1621
2018-06-07,Average Tone,-0.291
2018-06-08,Average Tone,-0.2466
2018-06-09,Average Tone,-0.4826
2018-06-10,Average Tone,0.0403
2018-06-11,Average Tone,0.1018
2018-06-12,Average Tone,0.2442
2018-06-13,Average Tone,-0.2167
2018-06-14,Average Tone,-0.2983
2018-06-15,Average Tone,-0.5501
2018-06-16,Average Tone,-0.3456
2018-06-17,Average Tone,-0.0767
2018-06-18,Average Tone,-0.634
2018-06-19,Average Tone,-0.678
2018-06-20,Average Tone,-0.1049
2018-06-21,Average Tone,-0.4337
2018-06-22,Average Tone,-0.5698
2018-06-23,Average Tone,-0.4828
2018-06-24,Average Tone,-0.1988
2018-06-25,Average Tone,-0.3195
2018-06-26,Average Tone,-0.2774
2018-06-27,Average Tone,-0.6593
2018-06-28,Average Tone,-0.2326
2018-06-29,Average Tone,-0.2011
2018-06-30,Average Tone,-0.5394
2018-07-01,Average Tone,-0.0751
2018-07-02,Average Tone,-0.4733
2018-07-03,Average Tone,-0.4479
2018-07-04,Average Tone,-0.6954
2018-07-05,Average Tone,-0.6522
2018-07-06,Average Tone,-1.0594
2018-07-07,Average Tone,-0.9971
