Date,Series,Value
2017-11-08,Average Tone,-0.864
2017-11-09,Average Tone,-0.2868
2017-11-10,Average Tone,-0.9596
2017-11-11,Average Tone,-0.1309
2017-11-12,Average Tone,-1.5117
2017-11-13,Average Tone,-1.2302
2017-11-14,Average Tone,-0.5788
2017-11-15,Average Tone,-0.26
2017-11-16,Average Tone,-0.6426
2017-11-17,Average Tone,-0.6183
2017-11-18,Average Tone,-0.4223
2017-11-19,Average Tone,-1.2536
2017-11-20,Average Tone,-0.8465
2017-11-21,Average Tone,-2.2567
2017-11-22,Average Tone,-1.6779
2017-11-23,Average Tone,-0.9018
2017-11-24,Average Tone,-0.7916
2017-11-25,Average Tone,-1.0335
2017-11-26,Average Tone,-0.4171
2017-11-27,Average Tone,-0.7317
2017-11-28,Average Tone,-0.6621
2017-11-29,Average Tone,-1.5786
2017-11-30,Average Tone,-1.5488
2017-12-03,Average Tone,-1.6438
2017-12-04,Average Tone,-0.2412
2017-12-05,Average Tone,-0.6592
2017-12-06,Average Tone,-0.9282
2017-12-07,Average Tone,-1.4765
2017-12-08,Average Tone,-0.3591
2017-12-09,Average Tone,-1.0097
2017-12-10,Average Tone,-0.8063
2017-12-11,Average Tone,-0.6112
2017-12-12,Average Tone,-0.85
2017-12-13,Average Tone,-0.7742
2017-12-14,Average Tone,-0.907
2017-12-15,Average Tone,-0.4803
2017-12-16,Average Tone,-0.1308
2017-12-17,Average Tone,-0.6308
2017-12-18,Average Tone,-0.4211
2017-12-19,Average Tone,-1.1864
2017-12-20,Average Tone,-0.8666
2017-12-21,Average Tone,-0.8266
2017-12-22,Average Tone,-0.7548
2017-12-23,Average Tone,-1.3072
2017-12-24,Average Tone,-2.5812
2017-12-25,Average Tone,-1.3373
2017-12-26,Average Tone,-1.116
2017-12-27,Average Tone,-1.1203
2017-12-28,Average Tone,-1.4638
2017-12-29,Average Tone,-1.6177
2017-12-30,Average Tone,-1.5837
2017-12-31,Average Tone,-1.4155
2018-01-01,Average Tone,-1.6189
2018-01-02,Average Tone,-1.0164
2018-01-03,Average Tone,-0.607
2018-01-04,Average Tone,-1.097
2018-01-05,Average Tone,-1.1476
2018-01-06,Average Tone,-0.9858
2018-01-07,Average Tone,-0.88
2018-01-08,Average Tone,-0.4231
2018-01-09,Average Tone,-0.7808
2018-01-10,Average Tone,-1.2189
2018-01-11,Average Tone,-1.3063
2018-01-12,Average Tone,-1.3421
2018-01-13,Average Tone,-0.8095
2018-01-14,Average Tone,-0.7137
2018-01-15,Average Tone,-0.5569
2018-01-16,Average Tone,-1.2455
2018-01-17,Average Tone,-1.5303
2018-01-18,Average Tone,-0.9873
2018-01-19,Average Tone,-1.3272
2018-01-20,Average Tone,-2.7926
2018-01-21,Average Tone,-1.7976
2018-01-22,Average Tone,-0.9975
2018-01-23,Average Tone,-1.5267
2018-01-24,Average Tone,-1.2511
2018-01-25,Average Tone,-1.399
2018-01-26,Average Tone,-0.9451
2018-01-27,Average Tone,-1.1645
2018-01-28,Average Tone,-1.1785
2018-01-29,Average Tone,-1.2467
2018-01-30,Average Tone,-1.3059
2018-01-31,Average Tone,-2.0227
2018-02-01,Average Tone,-0.6544
2018-02-02,Average Tone,-1.0324
2018-02-03,Average Tone,-1.2482
2018-02-04,Average Tone,-0.884
2018-02-05,Average Tone,-1.7006
2018-02-06,Average Tone,-1.1921
2018-02-07,Average Tone,-0.7085
2018-02-08,Average Tone,-0.9928
2018-02-09,Average Tone,-0.8001
2018-02-10,Average Tone,-0.5034
2018-02-11,Average Tone,-1.3011
2018-02-12,Average Tone,-1.6168
2018-02-13,Average Tone,-1.5245
2018-02-14,Average Tone,-0.9632
2018-02-15,Average Tone,-0.4559
2018-02-16,Average Tone,-1.2328
2018-02-17,Average Tone,-1.3603
2018-02-18,Average Tone,-0.6964
2018-02-19,Average Tone,-1.0238
2018-02-20,Average Tone,-0.6098
2018-02-21,Average Tone,-0.547
2018-02-22,Average Tone,-0.6823
2018-02-23,Average Tone,-1.8118
2018-02-24,Average Tone,-1.9261
2018-02-25,Average Tone,-1.4915
2018-02-26,Average Tone,-0.8784
2018-02-27,Average Tone,-1.1107
2018-02-28,Average Tone,-1.1878
2018-03-01,Average Tone,-1.7813
2018-03-02,Average Tone,-3.3245
2018-03-03,Average Tone,-2.1876
2018-03-04,Average Tone,-2.3142
2018-03-05,Average Tone,-1.7049
2018-03-06,Average Tone,-1.7432
2018-03-07,Average Tone,-2.1642
2018-03-08,Average Tone,-1.7682
2018-03-09,Average Tone,-1.9181
2018-03-10,Average Tone,-1.5378
2018-03-11,Average Tone,-1.8913
2018-03-12,Average Tone,-1.5798
2018-03-13,Average Tone,-1.4778
2018-03-14,Average Tone,-1.5505
2018-03-15,Average Tone,-1.6214
2018-03-16,Average Tone,-1.7786
2018-03-17,Average Tone,-1.335
2018-03-18,Average Tone,-1.5691
2018-03-19,Average Tone,-1.2611
2018-03-20,Average Tone,-1.5538
2018-03-21,Average Tone,-1.3457
2018-03-22,Average Tone,-3.1979
